net,length_um
net5554,11.2µm
net5597,11.2µm
net5617,11.2µm
net5715,11.2µm
net5867,11.2µm
net6043,11.2µm
net6053,11.2µm
net6081,11.2µm
net6274,11.2µm
net6305,11.2µm
net6334,11.2µm
net6368,11.2µm
net6384,11.2µm
net6395,11.2µm
net6547,11.2µm
net6587,11.2µm
net6607,11.2µm
net6613,11.2µm
net6689,11.2µm
net6691,11.2µm
net6762,11.2µm
net6776,11.2µm
net6777,11.2µm
net6801,11.2µm
net6860,11.2µm
net7027,11.2µm
net7098,11.2µm
net7116,11.2µm
net7152,11.2µm
net7233,11.2µm
net7237,11.2µm
net7284,11.2µm
net7381,11.2µm
net7483,11.2µm
net7609,11.2µm
net7701,11.2µm
net8230,11.2µm
net8437,11.2µm
net8465,11.2µm
net8558,11.2µm
_04228_,10.79µm
_06593_,10.79µm
_06725_,10.79µm
net4394,10.79µm
_00600_,10.74µm
_00743_,10.74µm
_01113_,10.74µm
_01257_,10.74µm
_01315_,10.74µm
_03655_,10.74µm
_04872_,10.74µm
_05113_,10.74µm
_06441_,10.74µm
_06599_,10.74µm
_06764_,10.74µm
_07547_,10.74µm
_08088_,10.74µm
u_core.u_master.u_slave.non3\[27\],10.74µm
u_core.u_master.u_slave.tagr0\[23\],10.74µm
u_core.u_master.u_slave.u_core.B1\[57\],10.74µm
u_core.u_master.u_slave.u_core.S3\[17\],10.74µm
u_core.u_master.u_slave.u_core.full_nS0_q\[62\],10.74µm
u_core.u_master.u_slave.u_core.last_dout_q\[5\],10.74µm
net3961,10.74µm
net4111,10.74µm
net4738,10.74µm
net4819,10.74µm
net5094,10.74µm
net5748,10.74µm
net6928,10.74µm
net7013,10.74µm
net7864,10.74µm
net7920,10.74µm
net7984,10.74µm
_00019_,10.69µm
_00134_,10.69µm
_00206_,10.69µm
_00221_,10.69µm
_00240_,10.69µm
_00260_,10.69µm
_00313_,10.69µm
_00374_,10.69µm
_00469_,10.69µm
_00525_,10.69µm
_00617_,10.69µm
_00714_,10.69µm
_00732_,10.69µm
_00735_,10.69µm
_00974_,10.69µm
_01055_,10.69µm
_01096_,10.69µm
_01107_,10.69µm
_01177_,10.69µm
_01205_,10.69µm
_01258_,10.69µm
_01290_,10.69µm
_01294_,10.69µm
_01331_,10.69µm
_01453_,10.69µm
_01475_,10.69µm
_01546_,10.69µm
_01732_,10.69µm
_01747_,10.69µm
_01866_,10.69µm
_01882_,10.69µm
_01903_,10.69µm
_01962_,10.69µm
_01965_,10.69µm
_01973_,10.69µm
_02003_,10.69µm
_02233_,10.69µm
_02238_,10.69µm
_02380_,10.69µm
_02509_,10.69µm
_02521_,10.69µm
_02762_,10.69µm
_02798_,10.69µm
_02866_,10.69µm
_02892_,10.69µm
_02940_,10.69µm
_03094_,10.69µm
_03199_,10.69µm
_03346_,10.69µm
_03349_,10.69µm
_03482_,10.69µm
_03496_,10.69µm
_03497_,10.69µm
_03594_,10.69µm
_03771_,10.69µm
_03800_,10.69µm
_03865_,10.69µm
_03871_,10.69µm
_03915_,10.69µm
_03933_,10.69µm
_04057_,10.69µm
_04100_,10.69µm
_04106_,10.69µm
_04318_,10.69µm
_05165_,10.69µm
_05508_,10.69µm
_05533_,10.69µm
_05608_,10.69µm
_05613_,10.69µm
_06114_,10.69µm
_06189_,10.69µm
_06210_,10.69µm
_06237_,10.69µm
_06265_,10.69µm
_06337_,10.69µm
_06373_,10.69µm
_06539_,10.69µm
_06592_,10.69µm
_06608_,10.69µm
_06640_,10.69µm
_06647_,10.69µm
_06658_,10.69µm
_06728_,10.69µm
_06753_,10.69µm
_06804_,10.69µm
_06920_,10.69µm
_06934_,10.69µm
_07002_,10.69µm
_07489_,10.69µm
_07719_,10.69µm
_07981_,10.69µm
_07984_,10.69µm
_08194_,10.69µm
_08413_,10.69µm
u_core.cmd_addr\[4\],10.69µm
u_core.rd_data_clk\[19\],10.69µm
u_core.u_master.u_slave.core_dout_data\[114\],10.69µm
u_core.u_master.u_slave.core_dout_data\[74\],10.69µm
u_core.u_master.u_slave.core_t0\[35\],10.69µm
u_core.u_master.u_slave.core_t1\[24\],10.69µm
u_core.u_master.u_slave.non0\[23\],10.69µm
u_core.u_master.u_slave.non2\[4\],10.69µm
u_core.u_master.u_slave.non3\[10\],10.69µm
u_core.u_master.u_slave.tagr0\[31\],10.69µm
u_core.u_master.u_slave.u_core.B1\[11\],10.69µm
u_core.u_master.u_slave.u_core.B3\[39\],10.69µm
u_core.u_master.u_slave.u_core.B3\[43\],10.69µm
u_core.u_master.u_slave.u_core.B3\[55\],10.69µm
u_core.u_master.u_slave.u_core.full_nS1_q\[53\],10.69µm
u_core.u_master.u_slave.u_core.last_dout_q\[127\],10.69µm
u_core.u_master.u_slave.u_core.last_dout_q\[15\],10.69µm
u_core.u_master.u_slave.u_core.last_dout_q\[6\],10.69µm
u_core.u_master.u_slave.u_core.last_nrate_q\[50\],10.69µm
u_core.u_master.u_slave.u_core.last_nrate_q\[73\],10.69µm
net3585,10.69µm
net3689,10.69µm
net3797,10.69µm
net3810,10.69µm
net3872,10.69µm
net3942,10.69µm
net3976,10.69µm
net4323,10.69µm
net4495,10.69µm
net4550,10.69µm
net4603,10.69µm
net4801,10.69µm
net4862,10.69µm
net4887,10.69µm
net4907,10.69µm
net4947,10.69µm
net5139,10.69µm
net5171,10.69µm
net5260,10.69µm
net5279,10.69µm
net5312,10.69µm
net5373,10.69µm
net5419,10.69µm
net5513,10.69µm
net5585,10.69µm
net5694,10.69µm
net5874,10.69µm
net6113,10.69µm
net6235,10.69µm
net6319,10.69µm
net6350,10.69µm
net6406,10.69µm
net6415,10.69µm
net6471,10.69µm
net6553,10.69µm
net6638,10.69µm
net6668,10.69µm
net6878,10.69µm
net6944,10.69µm
net6984,10.69µm
net6994,10.69µm
net7110,10.69µm
net7248,10.69µm
net7335,10.69µm
net7342,10.69µm
net7384,10.69µm
net7420,10.69µm
net7516,10.69µm
net7527,10.69µm
net7612,10.69µm
net7886,10.69µm
net7971,10.69µm
net8042,10.69µm
net8048,10.69µm
net8080,10.69µm
net8117,10.69µm
net8124,10.69µm
net8141,10.69µm
net8165,10.69µm
net8226,10.69µm
net8252,10.69µm
net8363,10.69µm
net8460,10.69µm
_00061_,10.64µm
_00074_,10.64µm
_00104_,10.64µm
_00116_,10.64µm
_00156_,10.64µm
_00289_,10.64µm
_00368_,10.64µm
_00411_,10.64µm
_00419_,10.64µm
_00460_,10.64µm
_00568_,10.64µm
_00582_,10.64µm
_00630_,10.64µm
_00696_,10.64µm
_00978_,10.64µm
_00986_,10.64µm
_00992_,10.64µm
_01077_,10.64µm
_01087_,10.64µm
_01210_,10.64µm
_01219_,10.64µm
_01259_,10.64µm
_01285_,10.64µm
_01456_,10.64µm
_01531_,10.64µm
_01647_,10.64µm
_01676_,10.64µm
_01711_,10.64µm
_01720_,10.64µm
_01843_,10.64µm
_01847_,10.64µm
_01871_,10.64µm
_01884_,10.64µm
_01991_,10.64µm
_01996_,10.64µm
_02056_,10.64µm
_02060_,10.64µm
_02095_,10.64µm
_02130_,10.64µm
_02142_,10.64µm
_02185_,10.64µm
_02188_,10.64µm
_02197_,10.64µm
_02202_,10.64µm
_02203_,10.64µm
_02236_,10.64µm
_02251_,10.64µm
_02274_,10.64µm
_02423_,10.64µm
_02431_,10.64µm
_02472_,10.64µm
_02486_,10.64µm
_02539_,10.64µm
_02631_,10.64µm
_02725_,10.64µm
_02766_,10.64µm
_02919_,10.64µm
_03222_,10.64µm
_03280_,10.64µm
_03419_,10.64µm
_03468_,10.64µm
_03469_,10.64µm
_03508_,10.64µm
_03546_,10.64µm
_03796_,10.64µm
_03885_,10.64µm
_03902_,10.64µm
_04035_,10.64µm
_04148_,10.64µm
_04248_,10.64µm
_04259_,10.64µm
_04262_,10.64µm
_04272_,10.64µm
_04583_,10.64µm
_04681_,10.64µm
_04835_,10.64µm
_05030_,10.64µm
_05074_,10.64µm
_05132_,10.64µm
_05253_,10.64µm
_05297_,10.64µm
_05313_,10.64µm
_05524_,10.64µm
_05538_,10.64µm
_05976_,10.64µm
_06138_,10.64µm
_06187_,10.64µm
_06760_,10.64µm
_07122_,10.64µm
_07179_,10.64µm
_07410_,10.64µm
_08034_,10.64µm
_08166_,10.64µm
_08253_,10.64µm
u_core.frame_hold\[12\],10.64µm
u_core.u_master.m_wdata\[2\],10.64µm
u_core.u_master.u_slave.core_dout_data\[106\],10.64µm
u_core.u_master.u_slave.core_t0\[30\],10.64µm
u_core.u_master.u_slave.non0\[22\],10.64µm
u_core.u_master.u_slave.non2\[2\],10.64µm
u_core.u_master.u_slave.tagr1\[4\],10.64µm
u_core.u_master.u_slave.tagr2\[29\],10.64µm
u_core.u_master.u_slave.tagw2\[18\],10.64µm
u_core.u_master.u_slave.tagw3\[19\],10.64µm
u_core.u_master.u_slave.u_core.S3\[10\],10.64µm
u_core.u_master.u_slave.u_core.full_dout_q\[123\],10.64µm
u_core.u_master.u_slave.u_core.full_nS0_q\[37\],10.64µm
u_core.u_master.u_slave.u_core.last_dout_q\[116\],10.64µm
u_core.u_master.u_slave.u_core.last_dout_q\[98\],10.64µm
u_core.u_master.u_slave.u_core.last_nrate_q\[108\],10.64µm
net3607,10.64µm
net3663,10.64µm
net3784,10.64µm
net3790,10.64µm
net3825,10.64µm
net4020,10.64µm
net4027,10.64µm
net4053,10.64µm
net4124,10.64µm
net4197,10.64µm
net4227,10.64µm
net4228,10.64µm
net4428,10.64µm
net4430,10.64µm
net4440,10.64µm
net4523,10.64µm
net4612,10.64µm
net4645,10.64µm
net4679,10.64µm
net4691,10.64µm
net4710,10.64µm
net4735,10.64µm
net4783,10.64µm
net4785,10.64µm
net4790,10.64µm
net4875,10.64µm
net5100,10.64µm
net5131,10.64µm
net5147,10.64µm
net5155,10.64µm
net5175,10.64µm
net5222,10.64µm
net5244,10.64µm
net5335,10.64µm
net5484,10.64µm
net5561,10.64µm
net5660,10.64µm
net5814,10.64µm
net5945,10.64µm
net5986,10.64µm
net6076,10.64µm
net6132,10.64µm
net6138,10.64µm
net6145,10.64µm
net6173,10.64µm
net6203,10.64µm
net6328,10.64µm
net6346,10.64µm
net6453,10.64µm
net6457,10.64µm
net6677,10.64µm
net6811,10.64µm
net6868,10.64µm
net6896,10.64µm
net6925,10.64µm
net7163,10.64µm
net7192,10.64µm
net7495,10.64µm
net7543,10.64µm
net7706,10.64µm
net7713,10.64µm
net7714,10.64µm
net7798,10.64µm
net7999,10.64µm
net8014,10.64µm
net8132,10.64µm
net8173,10.64µm
net8356,10.64µm
net8393,10.64µm
net4854,10.36µm
_03855_,10.23µm
_05720_,10.23µm
u_core.u_master.u_slave.dout_sh\[58\],10.23µm
u_core.u_master.u_slave.u_core.last_nrate_q\[44\],10.23µm
net8227,10.23µm
_01083_,10.18µm
_01170_,10.18µm
_01181_,10.18µm
_01201_,10.18µm
_01238_,10.18µm
_01306_,10.18µm
_01359_,10.18µm
_01613_,10.18µm
_02071_,10.18µm
_02160_,10.18µm
_02163_,10.18µm
_02284_,10.18µm
_02654_,10.18µm
_03604_,10.18µm
_03716_,10.18µm
_05334_,10.18µm
_05371_,10.18µm
_06405_,10.18µm
_06476_,10.18µm
_06937_,10.18µm
_07324_,10.18µm
_07555_,10.18µm
_07616_,10.18µm
_07715_,10.18µm
_08005_,10.18µm
_08324_,10.18µm
u_core.u_master.m_rdata\[8\],10.18µm
u_core.u_master.u_slave.core_dout_data\[8\],10.18µm
u_core.u_master.u_slave.core_t1\[10\],10.18µm
u_core.u_master.u_slave.dout_sh\[40\],10.18µm
u_core.u_master.u_slave.tagr0\[26\],10.18µm
u_core.u_master.u_slave.u_core.B1\[42\],10.18µm
u_core.u_master.u_slave.u_core.B3\[37\],10.18µm
u_core.u_master.u_slave.u_core.B3\[60\],10.18µm
u_core.u_master.u_slave.u_core.full_nS0_q\[3\],10.18µm
u_core.u_master.u_slave.u_core.last_nrate_q\[86\],10.18µm
net4220,10.18µm
net5207,10.18µm
net5291,10.18µm
net5384,10.18µm
net5957,10.18µm
net6869,10.18µm
net6882,10.18µm
net7138,10.18µm
net7207,10.18µm
net7404,10.18µm
net7856,10.18µm
net7857,10.18µm
net7861,10.18µm
net8484,10.18µm
_00039_,10.13µm
_00043_,10.13µm
_00054_,10.13µm
_00118_,10.13µm
_00162_,10.13µm
_00312_,10.13µm
_00396_,10.13µm
_00407_,10.13µm
_00433_,10.13µm
_00449_,10.13µm
_00486_,10.13µm
_00524_,10.13µm
_00674_,10.13µm
_00689_,10.13µm
_00751_,10.13µm
_00872_,10.13µm
_00910_,10.13µm
_00914_,10.13µm
_00963_,10.13µm
_01116_,10.13µm
_01266_,10.13µm
_01351_,10.13µm
_01434_,10.13µm
_01532_,10.13µm
_01537_,10.13µm
_01561_,10.13µm
_01584_,10.13µm
_01627_,10.13µm
_01832_,10.13µm
_01835_,10.13µm
_01875_,10.13µm
_01881_,10.13µm
_01909_,10.13µm
_01913_,10.13µm
_01951_,10.13µm
_02245_,10.13µm
_02343_,10.13µm
_02361_,10.13µm
_02427_,10.13µm
_02489_,10.13µm
_02579_,10.13µm
_02988_,10.13µm
_03027_,10.13µm
_03250_,10.13µm
_03284_,10.13µm
_03297_,10.13µm
_03361_,10.13µm
_03488_,10.13µm
_03557_,10.13µm
_03987_,10.13µm
_04006_,10.13µm
_04029_,10.13µm
_04056_,10.13µm
_04102_,10.13µm
_04271_,10.13µm
_04311_,10.13µm
_04377_,10.13µm
_04782_,10.13µm
_04787_,10.13µm
_05126_,10.13µm
_05191_,10.13µm
_05220_,10.13µm
_05299_,10.13µm
_05306_,10.13µm
_05386_,10.13µm
_05450_,10.13µm
_05520_,10.13µm
_05544_,10.13µm
_05757_,10.13µm
_05931_,10.13µm
_05967_,10.13µm
_06067_,10.13µm
_06631_,10.13µm
_06632_,10.13µm
_06952_,10.13µm
_07051_,10.13µm
_07092_,10.13µm
_07379_,10.13µm
_07439_,10.13µm
_07462_,10.13µm
_08091_,10.13µm
_08128_,10.13µm
_08202_,10.13µm
_08222_,10.13µm
_08308_,10.13µm
_08354_,10.13µm
u_core.cmd_wdata_q\[22\],10.13µm
u_core.rd_addr_s\[5\],10.13µm
u_core.txcnt\[1\],10.13µm
u_core.u_master.m_rdata\[14\],10.13µm
u_core.u_master.u_slave.core_t0\[15\],10.13µm
u_core.u_master.u_slave.core_t1\[17\],10.13µm
u_core.u_master.u_slave.non0\[10\],10.13µm
u_core.u_master.u_slave.non0\[24\],10.13µm
u_core.u_master.u_slave.non1\[16\],10.13µm
u_core.u_master.u_slave.tagr1\[15\],10.13µm
u_core.u_master.u_slave.tagr3\[14\],10.13µm
u_core.u_master.u_slave.tagw1\[16\],10.13µm
u_core.u_master.u_slave.tagw1\[8\],10.13µm
u_core.u_master.u_slave.u_core.full_dout_q\[43\],10.13µm
u_core.u_master.u_slave.u_core.full_nS0_q\[14\],10.13µm
u_core.u_master.u_slave.u_core.full_nS0_q\[20\],10.13µm
u_core.u_master.u_slave.u_core.last_nrate_q\[22\],10.13µm
net3756,10.13µm
net4007,10.13µm
net4092,10.13µm
net4772,10.13µm
net4881,10.13µm
net4939,10.13µm
net4950,10.13µm
net4952,10.13µm
net5097,10.13µm
net5145,10.13µm
net5210,10.13µm
net5251,10.13µm
net5338,10.13µm
net5380,10.13µm
net5622,10.13µm
net5859,10.13µm
net5972,10.13µm
net6010,10.13µm
net6088,10.13µm
net6161,10.13µm
net6335,10.13µm
net6420,10.13µm
net6463,10.13µm
net6535,10.13µm
net6550,10.13µm
net6664,10.13µm
net6692,10.13µm
net6805,10.13µm
net6833,10.13µm
net6873,10.13µm
net6936,10.13µm
net7112,10.13µm
net7188,10.13µm
net7225,10.13µm
net7226,10.13µm
net7315,10.13µm
net7367,10.13µm
net7458,10.13µm
net7532,10.13µm
net7551,10.13µm
net7657,10.13µm
net7696,10.13µm
net7728,10.13µm
net7751,10.13µm
net7759,10.13µm
net7849,10.13µm
net7905,10.13µm
net7991,10.13µm
net8072,10.13µm
net8123,10.13µm
net8184,10.13µm
net8194,10.13µm
net8205,10.13µm
net8263,10.13µm
net8273,10.13µm
net8284,10.13µm
net8290,10.13µm
net8304,10.13µm
net8394,10.13µm
net8401,10.13µm
net8410,10.13µm
net8445,10.13µm
net8529,10.13µm
net8536,10.13µm
net8562,10.13µm
net8580,10.13µm
net8613,10.13µm
_00077_,10.08µm
_00110_,10.08µm
_00429_,10.08µm
_00516_,10.08µm
_00540_,10.08µm
_00541_,10.08µm
_00644_,10.08µm
_00711_,10.08µm
_00856_,10.08µm
_00973_,10.08µm
_01015_,10.08µm
_01019_,10.08µm
_01060_,10.08µm
_01091_,10.08µm
_01194_,10.08µm
_01536_,10.08µm
_01684_,10.08µm
_01839_,10.08µm
_01896_,10.08µm
_01936_,10.08µm
_01955_,10.08µm
_02242_,10.08µm
_02362_,10.08µm
_02403_,10.08µm
_02685_,10.08µm
_02751_,10.08µm
_03080_,10.08µm
_03433_,10.08µm
_03444_,10.08µm
_03582_,10.08µm
_03957_,10.08µm
_04105_,10.08µm
_04121_,10.08µm
_04158_,10.08µm
_04172_,10.08µm
_04193_,10.08µm
_04197_,10.08µm
_04355_,10.08µm
_04396_,10.08µm
_04857_,10.08µm
_05154_,10.08µm
_05205_,10.08µm
_05338_,10.08µm
_05349_,10.08µm
_05497_,10.08µm
_05542_,10.08µm
_05567_,10.08µm
_05640_,10.08µm
_06036_,10.08µm
_06046_,10.08µm
_06091_,10.08µm
_06387_,10.08µm
_06469_,10.08µm
_06494_,10.08µm
_06530_,10.08µm
_06594_,10.08µm
_06722_,10.08µm
_06944_,10.08µm
_07080_,10.08µm
_07527_,10.08µm
_07582_,10.08µm
_07671_,10.08µm
_07771_,10.08µm
_07772_,10.08µm
_08316_,10.08µm
u_core.cmd_wdata_q\[27\],10.08µm
u_core.frame_hold\[7\],10.08µm
u_core.miso_sr\[29\],10.08µm
u_core.rd_data_clk\[4\],10.08µm
u_core.u_master.u_slave.core_dout_data\[124\],10.08µm
u_core.u_master.u_slave.core_dout_data\[62\],10.08µm
u_core.u_master.u_slave.core_t1\[1\],10.08µm
u_core.u_master.u_slave.non1\[24\],10.08µm
u_core.u_master.u_slave.non1\[8\],10.08µm
u_core.u_master.u_slave.tagr0\[15\],10.08µm
u_core.u_master.u_slave.tagr0\[7\],10.08µm
u_core.u_master.u_slave.u_core.S0\[24\],10.08µm
u_core.u_master.u_slave.u_core.full_dout_q\[2\],10.08µm
u_core.u_master.u_slave.u_core.full_dout_q\[82\],10.08µm
u_core.u_master.u_slave.u_core.last_dout_q\[74\],10.08µm
u_core.u_master.u_slave.u_core.last_nrate_q\[125\],10.08µm
net3635,10.08µm
net3685,10.08µm
net3766,10.08µm
net3803,10.08µm
net3829,10.08µm
net3880,10.08µm
net3956,10.08µm
net3994,10.08µm
net4002,10.08µm
net4043,10.08µm
net4083,10.08µm
net4095,10.08µm
net4099,10.08µm
net4614,10.08µm
net4637,10.08µm
net4671,10.08µm
net4758,10.08µm
net4932,10.08µm
net4979,10.08µm
net5146,10.08µm
net5203,10.08µm
net5248,10.08µm
net5300,10.08µm
net5365,10.08µm
net5377,10.08µm
net5476,10.08µm
net5525,10.08µm
net5544,10.08µm
net5546,10.08µm
net5634,10.08µm
net5677,10.08µm
net5680,10.08µm
net5720,10.08µm
net5801,10.08µm
net5901,10.08µm
net6078,10.08µm
net6131,10.08µm
net6236,10.08µm
net6312,10.08µm
net6325,10.08µm
net6378,10.08µm
net6409,10.08µm
net6479,10.08µm
net6489,10.08µm
net6595,10.08µm
net6645,10.08µm
net6659,10.08µm
net6672,10.08µm
net6793,10.08µm
net6824,10.08µm
net6828,10.08µm
net6836,10.08µm
net6960,10.08µm
net7086,10.08µm
net7127,10.08µm
net7131,10.08µm
net7169,10.08µm
net7180,10.08µm
net7378,10.08µm
net7665,10.08µm
net7698,10.08µm
net7712,10.08µm
net7827,10.08µm
net7877,10.08µm
net7986,10.08µm
net8028,10.08µm
net8034,10.08µm
net8091,10.08µm
net8156,10.08µm
net8162,10.08µm
net8199,10.08µm
net8433,10.08µm
_00295_,10.02µm
_04241_,9.67µm
_04895_,9.67µm
_06062_,9.67µm
_01838_,9.62µm
_02266_,9.62µm
_04991_,9.62µm
_05189_,9.62µm
_05446_,9.62µm
_06789_,9.62µm
_07472_,9.62µm
_07796_,9.62µm
u_core.u_master.u_slave.tagr3\[15\],9.62µm
u_core.u_master.u_slave.tagw1\[12\],9.62µm
u_core.u_master.u_slave.u_core.last_dout_q\[26\],9.62µm
u_core.u_master.u_slave.u_core.last_nrate_q\[97\],9.62µm
net3778,9.62µm
net4303,9.62µm
net4425,9.62µm
net4434,9.62µm
net4993,9.62µm
net5186,9.62µm
net5741,9.62µm
net5774,9.62µm
net5882,9.62µm
net7686,9.62µm
net8017,9.62µm
net8493,9.62µm
_00017_,9.57µm
_00027_,9.57µm
_00064_,9.57µm
_00180_,9.57µm
_00218_,9.57µm
_00226_,9.57µm
_00276_,9.57µm
_00306_,9.57µm
_00412_,9.57µm
_00489_,9.57µm
_00515_,9.57µm
_00523_,9.57µm
_00639_,9.57µm
_00702_,9.57µm
_00770_,9.57µm
_00785_,9.57µm
_00847_,9.57µm
_00937_,9.57µm
_01103_,9.57µm
_01140_,9.57µm
_01168_,9.57µm
_01350_,9.57µm
_01433_,9.57µm
_01497_,9.57µm
_01557_,9.57µm
_01562_,9.57µm
_01599_,9.57µm
_01718_,9.57µm
_01900_,9.57µm
_01937_,9.57µm
_01947_,9.57µm
_01958_,9.57µm
_02023_,9.57µm
_02249_,9.57µm
_02250_,9.57µm
_02267_,9.57µm
_02314_,9.57µm
_02366_,9.57µm
_02484_,9.57µm
_02886_,9.57µm
_02927_,9.57µm
_03051_,9.57µm
_03219_,9.57µm
_03494_,9.57µm
_03660_,9.57µm
_03675_,9.57µm
_03691_,9.57µm
_03752_,9.57µm
_04036_,9.57µm
_04067_,9.57µm
_04291_,9.57µm
_04312_,9.57µm
_04819_,9.57µm
_04894_,9.57µm
_04950_,9.57µm
_04958_,9.57µm
_05029_,9.57µm
_05043_,9.57µm
_05095_,9.57µm
_05109_,9.57µm
_05122_,9.57µm
_05147_,9.57µm
_05190_,9.57µm
_05310_,9.57µm
_05375_,9.57µm
_05436_,9.57µm
_05466_,9.57µm
_05474_,9.57µm
_05518_,9.57µm
_06090_,9.57µm
_06159_,9.57µm
_06207_,9.57µm
_06216_,9.57µm
_06279_,9.57µm
_06461_,9.57µm
_06478_,9.57µm
_06559_,9.57µm
_06676_,9.57µm
_06747_,9.57µm
_06871_,9.57µm
_07149_,9.57µm
_07166_,9.57µm
_07298_,9.57µm
_07355_,9.57µm
_07438_,9.57µm
_07465_,9.57µm
_07473_,9.57µm
_07554_,9.57µm
_07606_,9.57µm
_07657_,9.57µm
_07717_,9.57µm
_07854_,9.57µm
_07918_,9.57µm
_07930_,9.57µm
_08164_,9.57µm
u_core.cmd_wdata_q\[2\],9.57µm
u_core.u_master.u_slave.core_dout_data\[1\],9.57µm
u_core.u_master.u_slave.core_dout_data\[33\],9.57µm
u_core.u_master.u_slave.core_t0\[12\],9.57µm
u_core.u_master.u_slave.tagw1\[20\],9.57µm
u_core.u_master.u_slave.tagw2\[31\],9.57µm
u_core.u_master.u_slave.tagw3\[13\],9.57µm
u_core.u_master.u_slave.u_core.S3\[37\],9.57µm
u_core.u_master.u_slave.u_core.full_dout_q\[118\],9.57µm
u_core.u_master.u_slave.u_core.full_dout_q\[78\],9.57µm
u_core.u_master.u_slave.u_core.full_nS1_q\[35\],9.57µm
u_core.u_master.u_slave.u_core.last_dout_q\[101\],9.57µm
u_core.u_master.u_slave.u_core.last_dout_q\[22\],9.57µm
u_core.u_master.u_slave.u_core.last_dout_q\[63\],9.57µm
u_core.u_master.u_slave.u_core.last_nrate_q\[102\],9.57µm
net3674,9.57µm
net3866,9.57µm
net3893,9.57µm
net4010,9.57µm
net4333,9.57µm
net4639,9.57µm
net4667,9.57µm
net4795,9.57µm
net4861,9.57µm
net5243,9.57µm
net5327,9.57µm
net5372,9.57µm
net5398,9.57µm
net5408,9.57µm
net5553,9.57µm
net5621,9.57µm
net5696,9.57µm
net5714,9.57µm
net5782,9.57µm
net5951,9.57µm
net6050,9.57µm
net6126,9.57µm
net6144,9.57µm
net6238,9.57µm
net6250,9.57µm
net6327,9.57µm
net6355,9.57µm
net6451,9.57µm
net6455,9.57µm
net6507,9.57µm
net6571,9.57µm
net6616,9.57µm
net6673,9.57µm
net7031,9.57µm
net7069,9.57µm
net7085,9.57µm
net7109,9.57µm
net7121,9.57µm
net7159,9.57µm
net7161,9.57µm
net7190,9.57µm
net7204,9.57µm
net7219,9.57µm
net7438,9.57µm
net7493,9.57µm
net7515,9.57µm
net7624,9.57µm
net7651,9.57µm
net7729,9.57µm
net7750,9.57µm
net7951,9.57µm
net8035,9.57µm
net8142,9.57µm
net8159,9.57µm
net8204,9.57µm
net8206,9.57µm
net8257,9.57µm
net8279,9.57µm
net8310,9.57µm
net8334,9.57µm
net8372,9.57µm
net8598,9.57µm
net8605,9.57µm
_00011_,9.52µm
_00105_,9.52µm
_00176_,9.52µm
_00205_,9.52µm
_00244_,9.52µm
_00269_,9.52µm
_00299_,9.52µm
_00370_,9.52µm
_00379_,9.52µm
_00439_,9.52µm
_00694_,9.52µm
_00697_,9.52µm
_00752_,9.52µm
_01045_,9.52µm
_01143_,9.52µm
_01150_,9.52µm
_01264_,9.52µm
_01407_,9.52µm
_01539_,9.52µm
_01587_,9.52µm
_01620_,9.52µm
_01692_,9.52µm
_01860_,9.52µm
_01863_,9.52µm
_01905_,9.52µm
_01970_,9.52µm
_02059_,9.52µm
_02187_,9.52µm
_02295_,9.52µm
_02388_,9.52µm
_02642_,9.52µm
_02679_,9.52µm
_02812_,9.52µm
_03167_,9.52µm
_03256_,9.52µm
_03358_,9.52µm
_03377_,9.52µm
_03378_,9.52µm
_03473_,9.52µm
_03566_,9.52µm
_03576_,9.52µm
_03593_,9.52µm
_03599_,9.52µm
_03712_,9.52µm
_03965_,9.52µm
_03975_,9.52µm
_04050_,9.52µm
_04052_,9.52µm
_04169_,9.52µm
_04251_,9.52µm
_04685_,9.52µm
_04754_,9.52µm
_05341_,9.52µm
_05374_,9.52µm
_05420_,9.52µm
_05452_,9.52µm
_05459_,9.52µm
_05500_,9.52µm
_06040_,9.52µm
_06223_,9.52µm
_06241_,9.52µm
_06520_,9.52µm
_06809_,9.52µm
_06841_,9.52µm
_06872_,9.52µm
_07038_,9.52µm
_07058_,9.52µm
_07118_,9.52µm
_07262_,9.52µm
_07350_,9.52µm
_07441_,9.52µm
_07493_,9.52µm
_07497_,9.52µm
_07588_,9.52µm
_07681_,9.52µm
_07689_,9.52µm
_08327_,9.52µm
u_core.bitcnt\[3\],9.52µm
u_core.frame_hold\[24\],9.52µm
u_core.frame_hold\[4\],9.52µm
u_core.miso_sr\[1\],9.52µm
u_core.r2,9.52µm
u_core.u_master.u_slave.core_dout_data\[31\],9.52µm
u_core.u_master.u_slave.core_dout_data\[53\],9.52µm
u_core.u_master.u_slave.core_t1\[14\],9.52µm
u_core.u_master.u_slave.core_t1\[42\],9.52µm
u_core.u_master.u_slave.dout_sh\[50\],9.52µm
u_core.u_master.u_slave.dout_sh\[81\],9.52µm
u_core.u_master.u_slave.non1\[5\],9.52µm
u_core.u_master.u_slave.non2\[20\],9.52µm
u_core.u_master.u_slave.tagr3\[20\],9.52µm
u_core.u_master.u_slave.tagr3\[2\],9.52µm
u_core.u_master.u_slave.tagw1\[28\],9.52µm
u_core.u_master.u_slave.tagw2\[7\],9.52µm
u_core.u_master.u_slave.u_core.B1\[46\],9.52µm
u_core.u_master.u_slave.u_core.B1\[49\],9.52µm
